code,term
35894711000001106,Adenosine 6mg/2ml solution for injection vials
20009311000001102,Adenosine 6mg/2ml solution for injection vials
21855411000001109,Adenosine 6mg/2ml solution for injection vials
24530711000001102,Adenosine 6mg/2ml solution for injection vials
38735311000001107,Adenosine 6mg/2ml solution for injection vials
34516211000001103,Adenosine 6mg/2ml solution for injection vials
19663311000001109,Adenosine 6mg/2ml solution for injection vials
35894611000001102,Adenosine 30mg/10ml solution for infusion vials
20009511000001108,Adenosine 30mg/10ml solution for infusion vials
21855611000001107,Adenosine 30mg/10ml solution for infusion vials
24531611000001101,Adenosine 30mg/10ml solution for infusion vials
38735111000001105,Adenosine 30mg/10ml solution for infusion vials
34609711000001109,Adenosine 30mg/10ml solution for infusion vials
19663111000001107,Adenosine 30mg/10ml solution for infusion vials
4744411000001104,Adenocor 6mg/2ml solution for injection vials
4775711000001105,Adenoscan 30mg/10ml solution for infusion vials
318186003,Amiodarone 100mg tablets
754111000001102,Amiodarone 100mg tablets
18456511000001100,Amiodarone 100mg tablets
463511000001106,Amiodarone 100mg tablets
414011000001100,Amiodarone 100mg tablets
9784111000001101,Amiodarone 100mg tablets
10377411000001106,Amiodarone 100mg tablets
36598011000001104,Amiodarone 100mg tablets
35381011000001105,Amiodarone 100mg tablets
22588711000001103,Amiodarone 100mg tablets
10285211000001101,Amiodarone 100mg tablets
307111000001104,Amiodarone 100mg tablets
563811000001104,Amiodarone 100mg tablets
29991111000001108,Amiodarone 100mg tablets
38781311000001101,Amiodarone 100mg tablets
19730911000001104,Amiodarone 100mg tablets
9752611000001106,Amiodarone 100mg tablets
17773911000001100,Amiodarone 100mg tablets
696411000001103,Amiodarone 100mg tablets
29762511000001101,Amiodarone 100mg tablets
361411000001102,Amiodarone 100mg tablets
13739711000001106,Amiodarone 100mg tablets
865311000001108,Amiodarone 100mg tablets
21759611000001107,Amiodarone 100mg tablets
11011000001105,Amiodarone 100mg tablets
318187007,Amiodarone 200mg tablets
122411000001107,Amiodarone 200mg tablets
18456811000001102,Amiodarone 200mg tablets
522511000001101,Amiodarone 200mg tablets
580011000001103,Amiodarone 200mg tablets
9784311000001104,Amiodarone 200mg tablets
10377811000001108,Amiodarone 200mg tablets
36598411000001108,Amiodarone 200mg tablets
35381211000001100,Amiodarone 200mg tablets
22588911000001101,Amiodarone 200mg tablets
35980911000001107,Amiodarone 200mg tablets
10285711000001108,Amiodarone 200mg tablets
408711000001108,Amiodarone 200mg tablets
137311000001100,Amiodarone 200mg tablets
